"","Total.All.Revenue","Total.Donations","Total.Ticket.Revenue","X2004.Total.Cost","X2005.Total.Cost","X2006.Total.Cost","X2007.Total.Cost","X2008.Total.Cost","X2009.Total.Cost","X2010.Total.Cost","X2011.Total.Cost","X2012.Total.Cost","X2013.Total.Cost","X2014.Total.Cost","X2015.Total.Cost","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.Donation","X2013.Donation","X2014.Donation","X2015.Donation","KmeansClustering_3.cluster"
"189",8205,4550,3655,76,64,215,396,164,284,90,411,422,830,299,404,0,0,0,250,0,500,250,300,250,250,2250,500,2
"190",336,250,86,0,0,0,0,0,0,0,0,0,0,86,0,0,50,0,0,50,0,50,0,50,0,50,0,3
"191",1184,650,534,150,108,132,144,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,100,100,0,3
"192",3601.34,3300,301.34,0,27.67,30.67,50,0,74,63,0,56,0,0,0,525,525,600,525,525,600,0,0,0,0,0,0,2
"193",3183,650,2533,0,0,0,0,89,0,186,106,468,496,528,660,0,0,0,0,50,50,100,50,100,100,100,100,1
"194",336,250,86,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,3
"195",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3
"196",3310.6,325,2985.6,185,160,205,207,234,274,244,333,322,230,286,305.6,25,200,15,15,20,25,25,0,0,0,0,0,1
"197",10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3
"198",4043,1453,2590,448,0,457,214,237,334,0,480,420,0,0,0,233,200,250,100,120,125,100,125,100,0,100,0,2
"199",725,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,100,0,100,0,100,100,100,100,3
"200",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3
"201",281,50,231,231,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3
"202",205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,80,50,50,0,0,0,0,0,0,3
"203",5036,1700,3336,260,522,308,128,68,323,318,262,300,447,196,204,100,100,100,100,200,200,400,100,100,100,100,100,2
"204",543.9,250,293.9,76,45.4,172.5,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,3
"205",267,175,92,0,0,0,0,0,0,0,0,0,0,0,92,75,100,0,0,0,0,0,0,0,0,0,0,3
"206",1438,115,1323,300,220,186,239,0,288,0,0,0,90,0,0,100,0,0,15,0,0,0,0,0,0,0,0,1
"207",4606,450,4156,311,270,272,280,316,378,409,360,370,370,376,444,150,150,0,125,0,0,25,0,0,0,0,0,1
"208",500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,3
"209",314,200,114,0,32,0,0,82,0,0,0,0,0,0,0,0,50,75,75,0,0,0,0,0,0,0,0,3
"210",1293.67,975,318.67,59.34,55.33,0,0,0,0,0,0,0,0,204,0,0,100,75,100,0,125,100,75,25,150,100,125,3
"211",382,300,82,0,0,0,43,39,0,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,3
"212",1250,181,1069,184,184,247,256,198,0,0,0,0,0,0,0,50,100,15,16,0,0,0,0,0,0,0,0,3
"213",1204,200,1004,496,60,84,204,0,160,0,0,0,0,0,0,50,50,50,50,0,0,0,0,0,0,0,0,3
"214",25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3
"215",235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,35,100,0,50,50,0,0,0,0,0,0,0,3
"216",98,65,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,25,0,0,0,3
"217",285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,50,50,0,0,50,30,30,0,0,3
"218",50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3
"219",916,675,241,0,74,0,75,92,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,0,0,75,0,3
"220",140,50,90,0,90,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,3
"221",50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3
"222",3346,600,2746,180,180,222,224,276,196,270,242,192,280,242,242,50,50,50,50,50,50,50,50,50,50,0,100,1
"223",1066,250,816,0,0,816,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,3
"224",2219,858,1361,175,0,0,0,135,431,86,255,159,0,120,0,0,50,75,100,100,100,100,108,125,0,0,100,1
"225",7210,3550,3660,234,219,170,298,387,376,415,186,337,390,388,260,0,100,100,100,250,250,250,500,500,500,500,500,2
"226",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3
"227",4546,1275,3271,223,266,210,288,316,236,244,300,300,298,304,286,0,300,50,250,100,100,100,100,100,50,50,75,1
"228",815.66,575,240.66,84.66,0,66,0,0,0,90,0,0,0,0,0,0,50,50,50,50,50,50,50,0,100,75,50,3
"229",3415,3250,165,0,0,0,0,165,0,0,0,0,0,0,0,100,50,100,0,0,1000,500,250,0,1000,250,0,2
"230",2466,1100,1366,240,240,104,342,351,89,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,100,1
"231",1225,1125,100,0,0,0,0,0,0,0,100,0,0,0,0,400,200,0,225,300,0,0,0,0,0,0,0,3
"232",4235,810,3425,0,130,72,192,278,442,378,500,328,336,360,409,0,300,0,0,100,50,150,50,55,55,50,0,1
"233",50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3
"234",332,100,232,76,60,0,0,0,0,0,0,0,96,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3
"235",2671,60,2611,102,209,114,86,107,523,530,409,243,80,208,0,0,60,0,0,0,0,0,0,0,0,0,0,1
"236",60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,3
"237",2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,250,250,250,250,250,250,0,2
"238",4449,1205,3244,158,180,216,224,252,216,289,289,320,340,346,414,100,100,100,100,100,100,100,100,100,105,100,100,1
"239",3790,2750,1040,0,800,240,0,0,0,0,0,0,0,0,0,0,1250,1500,0,0,0,0,0,0,0,0,0,2
"240",4989,2500,2489,304,338,272,505,484,586,0,0,0,0,0,0,500,500,500,500,500,0,0,0,0,0,0,0,2
"241",136,50,86,0,0,0,0,0,0,0,0,0,86,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3
"242",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3
"243",2685.57,0,2685.57,0,137.57,322,764,175,86,317,306,96,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"244",1276,231,1045,196,210,231,224,0,0,0,84,0,100,0,0,66,50,65,50,0,0,0,0,0,0,0,0,3
"245",4793.67,675,4118.67,0,0,0,346.67,292,304,426,468,350,316,598,1018,100,100,0,0,150,100,100,25,100,0,0,0,1
"246",200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,3
"247",1593,115,1478,240,300,469,469,0,0,0,0,0,0,0,0,0,50,65,0,0,0,0,0,0,0,0,0,1
"248",500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,100,100,0,0,0,0,0,0,0,0,3
"249",1238,391,847,388,0,0,62,158,0,70,169,0,0,0,0,141,0,0,0,50,0,100,100,0,0,0,0,3
"250",1396,397,999,0,0,0,156,150,192,199,302,0,0,0,0,0,50,50,56,66,75,50,50,0,0,0,0,1
"251",60,0,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,3
"252",1329,1200,129,0,0,0,0,0,0,0,0,0,129,0,0,50,0,50,75,100,100,200,250,100,100,100,75,3
"253",3995,915,3080,180,176,199,224,289,272,284,394,354,204,246,258,0,0,15,100,100,100,100,100,100,100,100,100,1
"254",300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,3
"255",1158,260,898,180,0,0,122,258,90,45,119,84,0,0,0,0,0,0,0,50,50,0,50,60,0,50,0,3
"256",350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,50,0,0,3
"257",1928.66,500,1428.66,434.33,102,386.33,72,243,81,0,0,0,0,0,110,100,100,100,100,100,0,0,0,0,0,0,0,1
"259",400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,3
"260",1888,320,1568,0,0,60,70,190,219,114,99,266,222,0,328,0,50,25,25,25,20,0,50,25,25,25,50,1
"262",873,73,800,70,0,0,0,0,0,0,730,0,0,0,0,0,0,15,58,0,0,0,0,0,0,0,0,3
"263",822,150,672,0,0,0,180,0,0,0,231,0,90,0,171,0,50,0,0,50,0,0,50,0,0,0,0,3
"264",4408.33,150,4258.33,496,384,182.33,322,316,328,340,340,348,352,448,402,50,50,50,0,0,0,0,0,0,0,0,0,1
"265",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,3
"267",204,150,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,3
"268",3873,560,3313,208,208,232,363,320,342,358,500,296,0,241,245,0,0,0,15,45,75,75,50,75,75,75,75,1
"269",416,250,166,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,3
"270",708,150,558,76,148,0,78,170,0,0,0,0,0,0,86,0,50,0,0,50,50,0,0,0,0,0,0,3
"271",2752,100,2652,208,208,242,290,300,312,328,384,380,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,1
"272",510,10,500,116,0,0,384,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"273",5095.5,1000,4095.5,240,240,262,309,337,353,337,413,440,406,380.5,378,50,50,100,100,100,50,50,100,100,100,100,100,1
"274",1066,150,916,0,0,432,484,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,3
"275",4147,852,3295,160,160,199,207,322,247,244,271,355,312,380,438,0,0,15,15,70,100,102,100,100,0,350,0,1
"276",2802,2450,352,140,0,0,0,212,0,0,0,0,0,0,0,600,0,200,200,0,600,600,0,0,250,0,0,2
"277",3553,200,3353,580,512,0,320,304,349,94,96,372,336,186,204,0,0,0,100,100,0,0,0,0,0,0,0,1
"278",481,375,106,46,60,0,0,0,0,0,0,0,0,0,0,0,100,50,50,50,50,0,50,0,0,0,25,3
"279",1775,150,1625,0,0,0,280,316,328,385,316,0,0,0,0,0,0,0,0,100,0,25,25,0,0,0,0,1
"280",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3
"282",244.33,50,194.33,70,0,124.33,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3
"283",2390,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,260,270,280,280,300,0,0,0,2
"284",2383.5,1600,783.5,27.67,0,60.83,0,172,184,0,329,0,0,10,0,250,100,50,100,100,100,250,250,250,50,100,0,2
"285",2874,265,2609,205,180,196,209,266,337,303,325,310,278,0,0,20,30,0,65,20,25,25,50,0,30,0,0,1
"286",3581.07,465,3116.07,216.67,287.4,251,880,658,212,187,238,0,0,186,0,0,0,115,200,100,0,0,0,0,0,50,0,1
"287",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3
"288",284,100,184,0,0,0,84,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,3
"289",438,100,338,0,0,0,0,0,0,100,0,0,0,0,238,0,0,0,100,0,0,0,0,0,0,0,0,3
"290",1472,376,1096,346,320,430,0,0,0,0,0,0,0,0,0,126,100,150,0,0,0,0,0,0,0,0,0,1
"291",1251,105,1146,200,128,213,219,222,164,0,0,0,0,0,0,0,0,15,40,50,0,0,0,0,0,0,0,3
"292",1460,15,1445,0,0,162,413,0,0,244,300,326,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1
"293",252,100,152,0,0,0,0,0,152,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3
"294",400,210,190,0,0,0,0,0,0,78,0,0,0,0,112,25,0,0,0,0,0,75,0,0,0,60,50,3
"295",3572,900,2672,210,60,570,576,0,0,170,224,330,0,256,276,0,0,0,200,0,0,0,100,200,200,100,100,1
"296",718,220,498,0,60,66,216,156,0,0,0,0,0,0,0,0,0,0,100,120,0,0,0,0,0,0,0,3
"297",988.5,725,263.5,0,0,0,88.5,0,0,0,0,0,0,43,132,50,25,100,50,50,50,50,50,75,25,75,125,3
"298",5240,1271,3969,266,271,271,296,300,316,371,384,328,454,332,380,26,81,115,149,170,175,200,175,100,30,0,50,2
"299",2069,450,1619,180,180,216,224,252,272,284,11,0,0,0,0,0,0,0,50,100,100,100,100,0,0,0,0,1
"300",248,21,227,0,0,0,146,81,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,3
"302",4080,380,3700,270,270,290,306,276,288,344,368,232,340,332,384,50,50,50,50,50,25,25,50,0,0,30,0,1
"303",524,100,424,0,0,0,84,340,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,3
"304",4201,3000,1201,0,0,0,273,0,178,471,0,189,90,0,0,250,250,250,250,250,250,250,250,250,250,250,250,2
"306",1375,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,375,500,0,0,0,0,0,0,0,2
"307",749,570,179,0,0,10,0,22,48,48,0,9,42,0,0,60,60,50,50,50,50,50,50,50,50,50,0,3
"308",3836.55,100,3736.55,631.67,227.87,326.01,298,370,390,264,311,239,399,280,0,100,0,0,0,0,0,0,0,0,0,0,0,1
"309",739.6,51,688.6,0,202.6,0,0,0,144,342,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,3
"310",5906,1037,4869,322,342,381,439,342,354,366,372,370,534,489,558,102,110,115,115,120,125,100,100,0,30,70,50,1
"311",2734,1050,1684,36.5,96,20.5,59,72,375,221,151,106,244,245,58,100,225,100,100,0,100,100,50,75,0,125,75,1
"312",527,50,477,0,0,63,0,0,204,98,112,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3
"313",3289,1040,2249,240,288,330,430,0,138,665,112,0,0,46,0,100,100,100,115,125,100,100,100,0,100,0,100,1
"314",2990,132,2858,246,0,99,46,0,424,308,369,335,325,346,360,0,0,0,15,20,22,25,0,10,10,0,30,1
"315",50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,3
"317",84,0,84,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,3
"318",573,250,323,91,0,66,0,80,86,0,0,0,0,0,0,0,0,50,100,0,0,50,0,50,0,0,0,3
"319",50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3
"320",220,100,120,0,0,0,120,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,3
"321",781.34,100,681.34,0,0,172,114.34,0,0,52,0,0,54,264,25,0,0,100,0,0,0,0,0,0,0,0,0,3
"322",2920.5,55,2865.5,186,256,585.5,576,218,86,218,140,222,160,218,0,0,0,15,20,20,0,0,0,0,0,0,0,1
"323",1559.74,650,909.74,0,81.38,172.37,99.99,110,120,120,206,0,0,0,0,0,0,0,200,200,100,100,50,0,0,0,0,1
"324",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,3
"326",2303,1550,753,0,0,0,136,0,172,0,301,0,144,0,0,100,100,150,100,100,100,100,0,200,200,200,200,2
"327",314.17,250,64.17,64.17,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,3
"328",665,250,415,0,0,0,0,215,0,0,200,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,3
"329",350,200,150,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0,3
"330",2744,975,1769,0,0,82,0,348,0,524,204,0,0,249.5,361.5,0,100,175,200,100,100,100,100,100,0,0,0,1
"331",1128,200,928,0,59,141,0,78,0,190,138,178,0,70,74,0,200,0,0,0,0,0,0,0,0,0,0,3
"332",1668,1500,168,0,0,0,76,0,0,0,0,0,0,92,0,0,250,250,250,0,250,0,0,0,0,500,0,2
"333",708,600,108,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,100,0,0,0,0,0,0,3
"334",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,3
"335",5699,4175,1524,192,0,76,174,86,196,306,158,166,68,0,102,250,250,250,300,350,375,400,400,400,400,400,400,2
"336",1402,165,1237,70,240,358,344,225,0,0,0,0,0,0,0,0,0,15,50,100,0,0,0,0,0,0,0,1
"337",1430,500,930,0,260,120,66,144,172,168,0,0,0,0,0,50,50,50,50,0,50,50,100,0,100,0,0,1
"338",137,25,112,62,0,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,0,0,0,0,3
"339",3276,673,2603,46,190,199,292,168,180,244,204,252,252,282,294,0,30,15,100,125,50,50,75,48,50,100,30,1
"340",250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,3
"341",1629,91,1538,52,0,103,300,228,192,379,284,0,0,0,0,0,0,0,15,18,8,25,25,0,0,0,0,1
"342",4697,438,4259,213,246,383,382,315,348,321,340,327,376,408,600,5,38,25,31,50,25,29,50,50,85,50,0,1
"343",373.67,30,343.67,152,27.67,164,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3
"344",156,100,56,56,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3
"345",187.5,50,137.5,72.5,18.5,20.5,0,0,0,26,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,3
"347",512.5,200,312.5,0,0,0,0,76,90,0,0,0,0,29,117.5,50,0,100,50,0,0,0,0,0,0,0,0,3
"348",238,150,88,0,0,88,0,0,0,0,0,0,0,0,0,50,0,50,50,0,0,0,0,0,0,0,0,3
"349",3086,625,2461,278,556,355,288,316,328,340,0,0,0,0,0,250,300,75,0,0,0,0,0,0,0,0,0,1
"350",2212.67,100,2112.67,52,160,360,35.67,276,78,302,310,422,117,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1
"351",1250,145,1105,168.5,54,146.5,66,142,98,90,142,0,105,93,0,0,0,0,0,35,35,35,40,0,0,0,0,3
"353",3020,2670,350,0,200,0,0,0,0,150,0,0,0,0,0,2250,0,0,0,35,145,0,0,0,100,140,0,2
"355",5287,1695,3592,126,0,198,192,274,329,346,424,421,430,346,506,100,0,100,120,125,150,150,150,100,200,250,250,2
"356",4484.34,101,4383.34,546,459,260.67,278.67,315,342,360,416,351,351,360,344,21,0,0,0,0,0,25,0,25,0,0,30,1
"357",259,250,9,9,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,3
"358",2355,244,2111,64,124,178,148,166,170,180,171,74,252,264,320,0,0,12,20,25,0,25,25,25,25,25,62,1
"359",1814.8,500,1314.8,0,0,238,57.8,129,269,0,621,0,0,0,0,0,50,50,50,50,50,0,50,0,100,100,0,1
"360",5506,3650,1856,0,100,0,0,0,0,140,111,0,246,602,657,0,0,0,100,100,0,0,150,1500,1800,0,0,2
"361",3187.5,155,3032.5,225.6,250.4,271.5,239,274,272,298,284,290,326,102,200,0,0,15,15,0,25,50,25,25,0,0,0,1
"362",350,100,250,250,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3
"363",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,3
"364",3098,1825,1273,66,0,0,0,39,227,138,91,152,100,96,364,100,100,200,100,100,100,125,150,150,200,250,250,2
"365",3022,600,2422,0,0,0,0,263,345,276,174,244,680,440,0,0,0,0,100,0,100,100,100,100,0,100,0,1
"366",50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3
"367",25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3
"368",7913.5,3400,4513.5,280,280,216,333,276,340,390,502,508,488,446.5,454,100,200,100,250,500,500,250,250,250,250,250,500,2
"369",4997,1225,3772,208,208,232,240,300,312,316,372,350,340,376,518,0,0,100,100,0,100,100,100,100,150,175,300,1
"370",1621,400,1221,320,108,0,122,192,157,190,0,0,40,92,0,400,0,0,0,0,0,0,0,0,0,0,0,1
"371",1713,346,1367,0,217,85,298,159,84,150,140,234,0,0,0,0,50,15,70,25,31,50,55,50,0,0,0,1
"372",2599,690,1909,105,96,195,364,0,138,0,141,0,180,282,408,0,0,0,90,100,50,0,50,100,100,100,100,1
"373",5528.8,1450,4078.8,150,148,150.5,216.5,272,317,361,408,478,508,511,558.8,100,100,50,100,100,100,100,100,100,100,250,250,1
"374",6587,2242,4345,296,466,496,496,316,328,340,384,384,413,426,0,306,390,466,208,80,167,155,111,115,125,119,0,2
"375",6578,2857,3721,246,296,295,350,316,328,446,396,400,400,100,148,138,188,115,166,120,100,125,275,100,30,1500,0,2
"377",855,855,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,100,60,75,100,100,120,100,50,0,0,3
"378",200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,3
"379",2685,99,2586,208,254,192,207,228,248,256,183,80,96,220,414,0,0,0,15,20,25,39,0,0,0,0,0,1
"380",1494,50,1444,686,0,0,33,0,317,84,0,0,224,0,100,0,50,0,0,0,0,0,0,0,0,0,0,1
"381",4071.33,3725,346.33,0,88.33,66,0,0,0,0,52,56,0,84,0,0,0,100,100,125,150,200,250,300,500,1000,1000,2
"382",951,275,676,200,220,256,0,0,0,0,0,0,0,0,0,50,50,50,50,50,25,0,0,0,0,0,0,3
"383",1950.33,550,1400.33,264,150,165,169.33,0,138,350,0,74,90,0,0,300,100,100,0,0,0,0,0,0,50,0,0,1
"384",707,25,682,240,128,82,0,0,0,0,232,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3
"385",110.56,50,60.56,0,0,60.56,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3
"386",250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,3
"387",1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,0,0,0,250,250,250,3
"388",1214,600,614,60,60,66,150,88,90,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,3
"389",25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3
"390",233,50,183,183,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,3
"391",1911,90,1821,209,190,207,237,291,262,0,325,0,100,0,0,10,10,15,15,20,20,0,0,0,0,0,0,1
"393",50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3
"394",1144,150,994,60,70,76,88,138,84,50,82,98,180,0,68,10,10,10,10,20,10,10,20,10,20,10,10,3
"395",1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,3
"396",2560,35,2525,0,0,156,166,168,237,316,371,365,296,90,360,0,0,0,16,0,0,19,0,0,0,0,0,1
"397",1219.5,900,319.5,0,0,136,88,0,0,0,0,0,0,95.5,0,50,50,50,50,50,50,100,100,100,100,100,100,3
"398",2464,581,1883,64,256,356,224,258,320,309,50,46,0,0,0,0,0,40,40,50,51,50,50,100,100,100,0,1
"400",350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,0,0,0,0,0,0,0,3
"401",1002,15,987,160,160,184,207,276,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3
"402",336,25,311,311,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3
"403",864,144,720,720,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,44,0,0,0,0,0,3
"404",250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,3
"405",3932,180,3752,240,230,321,273,298,417,486,316,178,331,308,354,0,0,15,15,0,50,50,50,0,0,0,0,1
"406",1194,220,974,180,176,184,112,126,196,0,0,0,0,0,0,50,50,50,50,20,0,0,0,0,0,0,0,3
"407",1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,300,300,200,0,250,0,0,0,0,2
"408",3471.67,558,2913.67,207.67,196,246,246,268,272,284,256,320,310,308,0,0,16,30,22,20,50,50,50,100,120,100,0,1
"409",2861,60,2801,0,0,262,287,304,312,458,508,184,210,90,186,0,0,0,15,20,0,25,0,0,0,0,0,1
"410",1659,30,1629,110,110,120,138,138,114,152,180,177,117,132,141,0,0,0,10,20,0,0,0,0,0,0,0,1
"411",2517,150,2367,52,256,370,443,166,170,174,174,178,98,94,192,0,0,15,25,35,25,0,25,25,0,0,0,1
"412",2695.33,15,2680.33,80,0,193.33,207,249,246,402,340,0,351,357,255,0,0,0,15,0,0,0,0,0,0,0,0,1
"413",1800,0,1800,149,306,229,419,316,249,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"414",400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,3
"415",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,3
"416",5011.83,235,4776.83,0,187.33,271.5,299,252,270,298,320,1542,325,390,622,0,0,0,0,20,25,25,50,25,30,30,30,1
"417",291,9,282,88,128,0,66,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3
"418",3975,940,3035,180,180,199,207,228,262,271,312,370,322,246,258,0,0,15,15,120,125,125,125,125,130,130,30,1
"419",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3
"420",2803,25,2778,107,160,0,301,312,252,264,320,270,252,264,276,0,0,0,25,0,0,0,0,0,0,0,0,1
"421",424,10,414,74,0,0,126,0,214,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3
"422",240,100,140,0,0,140,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3
"423",772,8,764,120,0,0,296,288,0,0,60,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3
"424",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3
"425",735,100,635,268,367,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,3
