"","Total.All.Revenue","Total.Donations","Total.Ticket.Revenue","X2004.Total.Cost","X2005.Total.Cost","X2006.Total.Cost","X2007.Total.Cost","X2008.Total.Cost","X2009.Total.Cost","X2010.Total.Cost","X2011.Total.Cost","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.New.Donation","X2013.New.Donation","X2014.New.Donation","X2015.New.Donation","X2012.New.Ticket.Revenue","X2013.New.Ticket.Revenue","X2014.New.Ticket.Revenue","X2015.New.Ticket.Revenue","KmeansClustering_4.cluster"
"20869",6273,1813,4460,271,208,283,321,326,346,458,422,113,150,140,131,120,199,275,75,25,275,1120,150,680,325,1864,1770,2
"20918",891,150,741,0,0,0,0,0,0,174,216,0,0,0,0,0,0,0,0,0,75,0,375,93,72,368,470,3
"20931",1368,300,1068,0,0,0,0,0,0,100,188,0,0,0,0,0,0,0,50,75,50,200,375,185,185,812,1035,1
"20961",285,31,254,0,0,0,0,0,0,100,64,0,0,0,0,0,0,0,31,0,0,0,0,0,90,0,0,3
"21019",1278,330,948,0,148,176,0,0,0,252,234,0,0,0,0,60,70,60,75,0,0,260,0,0,0,552,0,3
"21183",1697,200,1497,0,0,0,0,0,0,53,253,0,0,0,0,0,0,0,100,100,0,0,0,251,192,1504,1860,1
"21255",621,175,446,0,0,0,0,0,0,90,0,0,0,0,0,0,0,25,0,0,0,200,500,184,0,688,0,3
"21284",1567,125,1442,0,0,0,0,0,0,84,184,0,0,0,0,0,0,0,0,25,100,0,0,320,188,1192,1840,1
"21328",836,25,811,0,0,0,0,0,0,91,182,0,0,0,0,0,0,25,0,0,0,0,0,234,110,400,470,3
"21383",1843,500,1343,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,1000,1250,0,0,1720,3335,1
"21395",658,165,493,0,0,0,0,0,0,87,48,0,0,0,0,0,0,0,0,0,0,660,0,52,52,1016,0,3
"21423",793,600,193,0,0,0,0,0,0,84,0,0,0,0,0,0,0,100,0,200,100,400,500,32,77,0,0,3
"21433",460,100,360,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,620,840,3
"21482",655,155,500,0,0,0,64,0,0,0,436,0,0,0,0,5,0,50,100,0,0,0,0,0,0,0,0,3
"21509",687,500,187,0,0,72,11,0,104,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,3
"21511",1830,1450,380,0,0,0,0,0,0,0,0,0,0,50,75,100,125,150,150,200,200,800,1000,0,0,720,1000,1
"21512",3853,2500,1353,0,0,0,0,0,474,0,96,0,0,0,0,0,0,1000,0,500,1000,0,0,263,0,1832,310,1
"21516",584.5,500,84.5,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,50,0,100,1400,0,0,0,0,207.5,3
"21521",2211,100,2111,140,0,164,168,92,186,467,0,0,0,0,0,0,0,100,0,0,0,0,0,344,0,848,1690,1
"21522",1117,250,867,191,0,0,0,0,0,0,0,50,100,100,0,0,0,0,0,0,0,0,0,254,0,560,1410,3
"21529",276,200,76,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,400,500,0,0,0,0,3
"21571",3339.33,200,3139.33,0,0,65,170.33,363,285,300,386,0,0,0,0,10,15,15,25,25,30,160,200,329,365,1772,2165,1
"21578",164,5,159,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
"21634",2925,141,2784,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,25,30,200,180,525,510,2460,3870,2
"21661",131,20,111,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3
"21671",780,30,750,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,30,0,0,0,198,264,910,3
"21733",970,350,620,0,0,82,0,0,0,0,106,0,0,0,0,0,0,0,0,50,100,400,500,110,102,424,570,3
"21750",1471,800,671,0,0,0,84,0,98,106,102,0,0,0,0,0,0,0,100,100,0,2400,0,95,0,400,430,1
"21773",592,500,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,368,0,3
"21843",2029.62,100,1929.62,0,187.4,166,209.22,172,196,0,376,0,0,0,0,0,0,0,0,0,0,400,0,371,252,0,0,3
"21882",3183,15,3168,167,184,262,237,288,340,392,100,0,0,0,15,0,0,0,0,0,0,0,0,370,252,1128,1470,1
"21890",722,20,702,52,0,0,180,0,182,0,198,0,0,0,0,0,0,0,20,0,0,0,0,0,0,360,0,3
"21914",1589,85,1504,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,25,30,120,0,334,320,1504,1380,1
"21930",1332,300,1032,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,100,100,400,0,232,208,960,0,3
"21950",2921,101,2820,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,25,33,172,0,504,592,2656,4560,2
"21973",1374,100,1274,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,500,270,270,1128,1470,1
"22019",1672,175,1497,0,0,0,77,199,348,0,160,0,0,0,0,0,0,0,0,0,75,400,0,148,0,480,2225,1
"22075",1243,25,1218,0,60,0,0,0,0,96,96,0,0,0,0,0,0,0,0,0,0,0,125,228,234,984,1290,3
"22181",311,21,290,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,105,34,0,0,1120,3
"22188",1148,50,1098,0,0,0,0,75,0,0,200,0,0,0,0,0,0,0,0,0,50,0,0,99,252,784,1380,3
"22245",167,3,164,0,0,0,0,0,92,0,72,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
"22265",242,50,192,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,3
"22305",1871,175,1696,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,875,246,414,1188,1625,1
"22350",4285.5,3200,1085.5,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1250,1600,1400,0,486.5,226,736,730,2
"22363",575,515,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,60,0,0,3
"22415",1080,100,980,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,500,90,252,984,1450,1
"22431",519,25,494,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,25,0,0,0,270,0,0,0,3
"22470",811,30,781,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,150,28,169,904,1290,3
"22499",472,25,447,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,125,138,86,352,0,3
"22547",1490,25,1465,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,25,0,0,0,284,302,1508,1720,1
"22580",830,100,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,92,1056,1870,1
"22641",2303.9,50,2253.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,125,189,764,2336,3584.5,1
"22678",3135.67,1,3134.67,0,130,370,386.67,0,403,364,171,0,0,0,0,0,1,0,0,0,0,0,0,432,526,1408,0,1
"22722",793,350,443,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1400,0,200,0,732,0,3
"22847",568.25,100,468.25,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,500,0,0,801,860,3
"22878",307,20,287,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,3
"23000",1226,180,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,400,0,228,352,1056,1010,3
"23023",1496,30,1466,0,0,0,0,0,0,50,210,0,0,0,0,0,0,0,0,0,0,0,150,330,180,1128,2070,1
"23070",313,25,288,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,100,0,147,0,0,0,3
"23152",535,350,185,0,0,0,0,0,0,0,135,50,50,0,0,50,0,0,0,100,100,0,0,0,50,0,0,3
"23155",1832,225,1607,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,50,300,500,182,328,1504,2520,1
"23185",841.8,55,786.8,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,120,0,210,0,396,2264,3
"23285",190,100,90,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,3
"23334",1489,124,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,196,150,0,400,1928,2415,1
"23380",2539,250,2289,0,74,81,220,0,0,247,155,0,0,0,0,0,0,0,0,0,0,1000,0,524,177,1536,2135,1
"23503",1042.5,25,1017.5,55.5,64,0,0,108,0,0,26,0,0,25,0,0,0,0,0,0,0,0,0,214,28,904,1480,3
"23535",196,100,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,200,0,0,96,0,0,3
"23550",5236.33,1315,3921.33,0,0,0,543.33,435,222,542,474,0,0,0,0,100,100,100,100,250,250,1000,825,358,463,1656,2350,2
"23598",383,50,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,244,0,0,445,3
"23608",4764,3850,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400,7500,104,0,736,3130,2
"23624",390,300,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,500,90,0,0,0,3
"23662",1729,90,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,120,150,384,370,1548,2490,1
"23702",171,19,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,0,36,36,160,200,3
"23762",143,25,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,56,0,0,310,3
"23778",2503,100,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,300,340,2992,5075,2
"23781",872,25,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,390,209,656,420,3
"23797",1629,6,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,280,343,1728,2840,1
"23813",1497.99,1,1496.99,220,64,0,54,0,84,0,140,0,0,0,0,0,1,0,0,0,0,0,0,68,220,1211.96,1720,1
"24033",220,100,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,60,0,240,0,3
"24102",508.5,50,458.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,152,56,562,550,3
"24121",370,90,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,200,92,188,0,0,3
"24149",696.5,30,666.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,98,186,1530,0,3
"24196",384,350,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1500,34,0,0,0,3
"24239",2395,25,2370,0,0,0,0,316,328,194,340,0,0,0,0,0,0,0,0,0,0,100,0,314,276,1056,1690,1
"24322",438.5,365,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1060,0,73.5,0,0,0,3
"24350",306,50,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0,104,68,336,0,3
"24359",294,25,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,153,0,464,0,3
"24395",411,100,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,221,46,176,0,3
"24405",300,60,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,60,60,240,300,3
"24430",454,75,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,89,90,376,530,3
"24438",385,25,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,60,120,480,300,3
"24479",1082,1000,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2500,82,0,0,0,1
"24532",135,57,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,46,32,0,0,3
"24547",599,150,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,250,49,222,0,890,3
"24574",644,300,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,800,154,140,200,0,3
"24783",253,25,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,34,34,364,345,3
"24810",1001.5,75,926.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,52,90,1656,1852.5,1
"24841",53,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,28,0,0,0,3
"24928",318,100,218,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,100,0,0,0,0,92,0,0,0,3
"24952",343,30,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,172,564,0,3
"24963",680,30,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,186,824,1290,3
"24999",738,30,708,64,0,0,0,0,78,0,263,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,1515,3
"25001",1361,30,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,272,2004,2790,1
"25016",168,3,165,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,3
"25064",1274,52,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,392,1496,2280,1
"25114",301,250,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,51,0,0,3
"25117",175,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,400,0,3
"25153",1040,60,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,0,312,1128,1930,1
"25154",894,100,794,0,0,0,0,0,50,90,242,0,0,0,0,0,0,50,50,0,0,0,0,232,68,312,170,3
"25163",201,7,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,424,440,3
"25193",477.5,25,452.5,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,125,0,108,0,1047.5,3
"25222",511,6,505,0,0,0,0,111,0,0,190,0,0,0,6,0,0,0,0,0,0,0,0,0,204,0,0,3
"25223",237,25,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,162,200,0,3
"25244",494,350,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,144,0,0,3
"25252",732,350,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,248,1600,3
"25270",375,30,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,60,1140,0,3
"25275",1016,50,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,288,1104,2010,1
"25294",2101,1,2100,0,256,432,576,63,82,0,108,0,0,0,0,0,1,0,0,0,0,0,0,0,296,364,980,1
"25384",1497,62,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,50,484,1440,2705,1
"25478",1018,30,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,254,1496,1800,1
"25675",185,100,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,85,0,0,3
"25760",567,100,467,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,270,172,490,3
"25925",196,100,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,96,0,0,3
"26149",1072,665,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,0,0,56,616,985,1
"26323",1174.5,30,1144.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,338,1092,2667.5,1
"26385",268,20,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,368,780,3
"26400",293,10,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,492,800,3
"26461",1044,25,1019,0,0,315,445,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,182,1067.5,3
"26462",573,7,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,0,984,1600,3
"26522",3720,2750,970,0,0,0,0,164,0,0,0,0,0,0,0,0,0,500,500,500,500,3000,0,0,0,736,3110,2
"26699",570,30,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,1056,1380,3
"26726",338,100,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,408,680,3
"27188",571,30,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,1008,1445,3
"27354",339,75,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,1320,3
"27359",168,30,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,690,3
"27385",171,30,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,100,0,0,282,352.5,3
"27919",197,3,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,368,510,3
"28140",235,100,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,675,3
"28199",127,25,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,510,3
"28202",1690,1500,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,950,2
"28243",238,10,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1140,3
"28374",478,100,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,1890,3
"28402",95.5,50,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,227.5,3
"28782",66,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,310,3
"29475",65,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,290,3
